Product Name,Category,Price,Number of Reviews,Average Rating,Product Rank,Product URL,Date
SOFTSPUN Microfiber Cloth - 4 pcs - 40x40 cms - 340 GSM Grey- Thick Lint & Streak-Free Multipurpose Cloths - Automotive Microfibre Towels for Car Bike Cleaning Polishing Washing & Detailing.,Amazon Launchpad,₹269.00,"76,418",4.3 out of 5 stars,#1,amazon.in/SOFTSPUN-Microfiber-Cleaning-Detailing-Polishing/dp/B077BFH786/ref=zg_bs_g_boost_sccl_1/262-2213891-8185549?psc=1,2023-09-07
"Desidiya ® 20 Photo Clip LED String Lights for Photo Hanging, Birthday, Festival, Wedding, Party for Home, Patio, Lawn, Restaurants Home Decoration (Warm White)",Amazon Launchpad,₹199.00,"21,211",4.1 out of 5 stars,#2,amazon.in/DesiDiya-Birthday-Festival-Restaurants-Decoration/dp/B097RPK7BV/ref=zg_bs_g_boost_sccl_2/262-2213891-8185549?psc=1,2023-09-07
"Fixderma Shadow Sunscreen SPF 30+ Gel Sunscreen For Oily Skin, Sun Screen Protector SPF 30 For Body & Face, Broad Spectrum For UVA & UVB Protection Non Greasy & Water Resistant For Unisex, 40g",Amazon Launchpad,₹186.00,"4,755",4.3 out of 5 stars,#3,amazon.in/Fixderma-Shadow-SPF-Gel-40gm/dp/B089RJ6Z3K/ref=zg_bs_g_boost_sccl_3/262-2213891-8185549?psc=1,2023-09-07
"Be Bodywise Biotin Hair Gummies for Stronger, Shinier Hair & Nails | 60 Day Pack | With High Potency Biotin, Zinc, Folic Acid & Multivitamins | Strawberry Flavored | No Added Sugar | 60 Gummies",Amazon Launchpad,₹908.00,"6,955",4.0 out of 5 stars,#4,amazon.in/Be-Bodywise-Supplements-Strawberry-Multivitamins/dp/B092ZXX7XP/ref=zg_bs_g_boost_sccl_4/262-2213891-8185549?psc=1,2023-09-07
"SOFTSPUN Microfiber Cleaning Cloths, 4pcs 40x40cms 340GSM Multi-Colour! Highly Absorbent Lint and Streak Free Multi -Purpose Wash Cloth for Kitchen Car Window Stainless Steel Silverware.",Amazon Launchpad,₹247.00,"22,498",4.3 out of 5 stars,#5,amazon.in/SOFTSPUN-Microfiber-Cleaning-Cloth-340GSM/dp/B07GBZ1KV8/ref=zg_bs_g_boost_sccl_5/262-2213891-8185549?psc=1,2023-09-07
"Sirona Reusable Menstrual Cup for Women | Medium Size with Pouch | Ultra Soft, Odour & Rash Free|100% Medical Grade Silicone|No Leakage|Protection for Up to 8-10 Hours | US FDA Registered,Pack of 1",Amazon Launchpad,₹258.00,"25,593",4.3 out of 5 stars,#6,amazon.in/Sirona-Approved-Reusable-Menstrual-Silicone/dp/B07548J9WC/ref=zg_bs_g_boost_sccl_6/262-2213891-8185549?psc=1,2023-09-07
INDIGENOUS HONEY Raw Organic Honey NMR Tested NPOP Organic Certified Pure Natural Unprocessed Original Honey - 530 g Glass Jar (Pack of 1),Amazon Launchpad,₹521.00,"14,211",4.3 out of 5 stars,#7,amazon.in/Indigenous-Unprocessed-Unfiltered-Unpasteurized-Disorders/dp/B07H5PVCH7/ref=zg_bs_g_boost_sccl_7/262-2213891-8185549?psc=1,2023-09-07
"ALPINO Natural Peanut Butter Crunch 400g - 100% Roasted Peanuts - 30g Protein, No Added Sugar & Salt, non-GMO, Gluten Free, Vegan – Plant Based, Unsweetened Peanut Butter Crunchy",Amazon Launchpad,₹149.00,"26,043",4.2 out of 5 stars,#8,amazon.in/Alpino-Natural-Peanut-Unsweetened-Non-GMO/dp/B07V492XQN/ref=zg_bs_g_boost_sccl_8/262-2213891-8185549?psc=1,2023-09-07
"Frido Dual Gel Heavy Duty Trimmable Insoles, For Loose Shoes or Replacing Existing Insoles, Thick Shoe Inserts, Extra Comfort and Support, Proudly Made in India, (Size 9-13 UK) - Pack of 1 Pair",Amazon Launchpad,₹799.00,"3,410",3.8 out of 5 stars,#9,amazon.in/Frido-Trimmable-Insoles-Replacing-Existing/dp/B09RV5JVMM/ref=zg_bs_g_boost_sccl_9/262-2213891-8185549?psc=1,2023-09-07
"Man Matters Biotin Hair Gummies | 60 Days Pack | With Biotin, Vitamin A, C, E, Zinc & DHT Blocker | Added Sugar | Keeps Hair Healthy & Strong | Strawberry Flavored |100% Vegetarian | 60 Gummies",Amazon Launchpad,₹799.00,"4,169",3.8 out of 5 stars,#10,amazon.in/Man-Matters-Strawberry-Flavoured-Vegetarian/dp/B098F3HYJR/ref=zg_bs_g_boost_sccl_10/262-2213891-8185549?psc=1,2023-09-07
Vooki Ecofriendly Hard Stains Spray and Wipe for Toughest House Hold Stains 500 Ml - (Pack of 2),Amazon Launchpad,₹565.00,"2,466",3.9 out of 5 stars,#11,amazon.in/Vooki-Stains-Spray-Toughest-House/dp/B08RZ6YYZB/ref=zg_bs_g_boost_sccl_11/262-2213891-8185549?psc=1,2023-09-07
"Zlade Ballistic LITE Manscaping Body Trimmer for Men | Beard, Body, Pubic Hair Grooming | Private Part Shaving | Waterproof, AAA Battery Powered | Travel Lock - 3 Second Long Press to Start",Amazon Launchpad,"₹1,699.00","3,822",4.2 out of 5 stars,#12,amazon.in/Ballistic-Manscaping-Grooming-Waterproof-Cordless/dp/B0BD8RXV99/ref=zg_bs_g_boost_sccl_12/262-2213891-8185549?psc=1,2023-09-07
SOFTSPUN Microfiber Cloth - 5pcs - 40x40cms - 340GSM Multi-Color - Thick Lint & Streak-Free Multipurpose Cloths - Automotive Microfibre Towels for Car Bike Cleaning Polishing Washing & Detailing,Amazon Launchpad,₹319.00,"27,685",4.3 out of 5 stars,#13,amazon.in/SOFTSPUN-Microfiber-Detailing-Polishing-Muticolor/dp/B01LZ3TGL2/ref=zg_bs_g_boost_sccl_13/262-2213891-8185549?psc=1,2023-09-07
"Desidiya® 5 Meter 300 Led 5050 Premium RGB Led Strip with Free Adapter/Connector/Driver for Diwali Home Decoration, False Ceiling with 2A Adapter,16 Multicolour (RGB Led Strip Pack of 1)",Amazon Launchpad,₹649.00,"7,107",4.0 out of 5 stars,#14,amazon.in/Desidiya%C2%AE-Premium-Connector-Decoration-Multicolour/dp/B0B9T6Q1HL/ref=zg_bs_g_boost_sccl_14/262-2213891-8185549?psc=1,2023-09-07
"Sirona Sanitary Disposal Bags | 45 Bags | Pad Disposable Bags for Discreet Disposal of Tampons, Condoms, Diaper, Sanitary Pads, Panty Liner & Personal Hygiene Waste (Green)",Amazon Launchpad,₹149.00,"2,528",4.3 out of 5 stars,#15,amazon.in/Sirona-Sanitary-Napkin-Diapers-Disposal/dp/B01N6XGKFU/ref=zg_bs_g_boost_sccl_15/262-2213891-8185549?psc=1,2023-09-07
"ASGARD Nonwoven Fabric Disposable Multilayer Protective Mask (Black, Pack of 50) for Unisex",Amazon Launchpad,₹199.00,"8,634",4.3 out of 5 stars,#16,amazon.in/Certified-Protective-Bacterial-Filtration-Efficiency/dp/B08WWHKN7C/ref=zg_bs_g_boost_sccl_16/262-2213891-8185549?psc=1,2023-09-07
"Sirona Disposable Underarm Sweat Pads for Men and Women, 24 Pads (Pack of 1) | Peel-off | Prevents Stains, Absorbs Sweat & Unpleasant Odour",Amazon Launchpad,₹199.00,"6,019",4.0 out of 5 stars,#17,amazon.in/Sirona-Disposable-Underarm-Peel-off-Unpleasant/dp/B01BKBOGDY/ref=zg_bs_g_boost_sccl_17/262-2213891-8185549?psc=1,2023-09-07
"Sirona Reusable Face Razor for Women Facial Hair- 3 Razors | Painless Facial Hair Removal | Eyebrow Shaper | For Eyebrows, Upper Lip, Forehead, Peach Fuzz, Chin and Sideburns | Dermaplaning Tool",Amazon Launchpad,₹195.00,"4,884",4.2 out of 5 stars,#18,amazon.in/Sirona-Blink-Glow-Razor-Women/dp/B08SQ6S5HF/ref=zg_bs_g_boost_sccl_18/262-2213891-8185549?psc=1,2023-09-07
"SOFTSPUN Microfiber Basic Cleaning Cloths, 8 pcs 40x40cms 280GSM Multicolor! Highly Absorbent Lint and Streak Free Multipurpose Wash Cloth for Kitchen Car Window Stainless Steel Silverware.",Amazon Launchpad,₹337.00,"8,140",4.3 out of 5 stars,#19,amazon.in/SOFTSPUN-Microfiber-Cleaning-Multi-Color-Absorbent/dp/B081L7PDR2/ref=zg_bs_g_boost_sccl_19/262-2213891-8185549?psc=1,2023-09-07
"What's Up Wellness Biotin Beauty Skin & Hair Gummies,for Hair Growth, Bright Skin & Strong Nails, Vitamin A to E, Folic Acid, Zinc, Aloe Vera etc, for Men & Women, 30 Days Pack (30 Gummies)",Amazon Launchpad,₹699.00,"1,753",3.9 out of 5 stars,#20,amazon.in/Whats-Up-Wellness-Buckthorn-Grapeseed/dp/B08YRFZGQF/ref=zg_bs_g_boost_sccl_20/262-2213891-8185549?psc=1,2023-09-07
"Vooki Ecofriendly Tough Lime Scale Hard Water Stain Remover, Spray and Scrub Cleaner for Bathroom,Taps, Faucet, Basins, Showers & Floor Tiles Cleaner- 500 ml (Pack of 2)",Amazon Launchpad,₹568.00,"2,318",3.8 out of 5 stars,#21,amazon.in/Vooki-Ecofriendly-Descaler-Remover-Bathroom/dp/B09XVJPQKZ/ref=zg_bs_g_boost_sccl_21/262-2213891-8185549?psc=1,2023-09-07
"Sirona Reusable Blink & Glow Face Razor for Women - 1 Razor | Painless Facial Hair Removal | Eyebrow Shaper | For Eyebrows, Upper Lip, Forehead, Peach Fuzz, Chin and Sideburns | Dermaplaning Tool",Amazon Launchpad,₹89.00,"4,066",4.1 out of 5 stars,#22,amazon.in/Sirona-Reusable-Blink-Razor-Women/dp/B09DYM1L2M/ref=zg_bs_g_boost_sccl_22/262-2213891-8185549?psc=1,2023-09-07
"Phool Pack of 2 Natural Incense Cones, Good Vibes Pack (80 Organic Dhoop Cones | 2 Fragrances- Indian Rose & White Cedar)+2 Free Ceramic Holder | Dhoop for Pooja |Sulpher & Charcoal Free | 100% Organic (500 GMS) I Goodvibe Cone",Amazon Launchpad,₹275.00,"1,006",4.3 out of 5 stars,#23,amazon.in/Phool-Vibes-Incense-Cones-Fragrances/dp/B08CMWFZR9/ref=zg_bs_g_boost_sccl_23/262-2213891-8185549?psc=1,2023-09-07
"SOFTSPUN 900 GSM, Microfiber Double Layered Cloth 40x40 Cms 2 Piece Towel Set, Extra Thick Microfiber Cleaning Cloths Perfect for Bike, Auto, Cars Both Interior and Exterior.",Amazon Launchpad,₹309.00,"9,019",4.5 out of 5 stars,#24,amazon.in/SOFTSPUN-Microfiber-Cleaning-Interior-Exterior/dp/B082GC5NN1/ref=zg_bs_g_boost_sccl_24/262-2213891-8185549?psc=1,2023-09-07
PEE BUDDY Disposable Toilet Seat Covers - 20 Sheets | No Direct Contact with Unhygienic Seats | Easy To Dispose | Nature Friendly | Must Have for Women and Men,Amazon Launchpad,₹129.00,"6,473",4.2 out of 5 stars,#25,amazon.in/PeeBuddy-Flushable-Disposable-Contact-Unhygienic/dp/B07MRNY1QQ/ref=zg_bs_g_boost_sccl_25/262-2213891-8185549?psc=1,2023-09-07
"Vooki Ecofriendly Hard Stains Spray and Lime Scale Stain Descaler Remover Spray, 500 Ml Each - (Combo Pack of 2)",Amazon Launchpad,₹567.00,750,3.9 out of 5 stars,#26,amazon.in/Vooki-Ecofriendly-Stains-Descaler-Remover/dp/B0B4GBRRR3/ref=zg_bs_g_boost_sccl_26/262-2213891-8185549?psc=1,2023-09-07
Nourish Mantra Hair Finishing Stick | Your Go-To Hair Fixer | Non-Greasy and Non-Sticky | Does not Leaves A White Cast | A Must-Have Hair Accessory | For Men & Women Both | 12 ml,Amazon Launchpad,₹349.00,296,3.9 out of 5 stars,#27,amazon.in/Finishing-Non-Greasy-Non-Sticky-Must-Have-Accessory/dp/B0BSLJV9M8/ref=zg_bs_g_boost_sccl_27/262-2213891-8185549?psc=1,2023-09-07
"ASGARD Melt-Blown Fabric Disposable Face Mask with Nose Clip (Blue, Pack of 100) for Unisex",Amazon Launchpad,₹299.00,"38,105",4.2 out of 5 stars,#28,amazon.in/ASGARD-Melt-Blown-Fabric-Disposable-Unisex/dp/B08B1TVYT1/ref=zg_bs_g_boost_sccl_28/262-2213891-8185549?psc=1,2023-09-07
"Sirona Reusable Menstrual Cup for Women | Large Size with Pouch|Ultra Soft, Odour and Rash Free|100% Medical Grade Silicone |No Leakage | Protection for Up to 8-10 Hours | US FDA Registered,Pack of 1",Amazon Launchpad,₹258.00,"12,670",4.2 out of 5 stars,#29,amazon.in/Sirona-Approved-Reusable-Menstrual-Silicone/dp/B07548ND5J/ref=zg_bs_g_boost_sccl_29/262-2213891-8185549?psc=1,2023-09-07
"Phool Pack of 2 Natural Incense Cones, Meditation Pack (80 Organic Dhoop Cones | 2 Fragrances- Nagchampa & Patchouli) +2 Ceramic Holder |Dhoop for Pooja |Sulpher & Charcoal Free | 100% Organic (500 GMS) I Meditation Cone",Amazon Launchpad,₹275.00,"1,148",4.2 out of 5 stars,#30,amazon.in/Phool-Meditation-Incense-Cones-Fragrances/dp/B08CMM3TBP/ref=zg_bs_g_boost_sccl_30/262-2213891-8185549?psc=1,2023-09-07
(Refurbished) Philips HI114 1000-Watt Golden American Heritage Soleplate Dry Iron (White),Amazon Renewed,null,"24,193",4.3 out of 5 stars,#1,amazon.in/Certified-REFURBISHED-Philips-HI114-1000-Watt/dp/B07CSCS4PZ/ref=zg_bs_g_amazon-renewed_sccl_1/262-4598952-2648936?psc=1,2023-09-07
"Echo Dot (3rd Gen), Certified Refurbished, Black – Improved smart speaker with Alexa – Like new, backed with 1-year warranty",Amazon Renewed,"₹1,699.00","6,026",4.2 out of 5 stars,#2,amazon.in/All-new-Echo-Dot-3rd-Gen/dp/B07PDHTHNN/ref=zg_bs_g_amazon-renewed_sccl_2/262-4598952-2648936?psc=1,2023-09-07
Lenovo (Refurbished) Thinkcentre Desktop Mini Pc (Intel Core I5 6Th Gen|8 Gb Ddr4 Ram|512 Gb Ssd|Wifi|Windows 11|Ms Office)Black,Amazon Renewed,"₹12,875.00",475,3.9 out of 5 stars,#3,amazon.in/Renewed-Lenovo-ThinkCentre-Desktop-Windows/dp/B0BFWRLJSR/ref=zg_bs_g_amazon-renewed_sccl_3/262-4598952-2648936?psc=1,2023-09-07
(Refurbished) boAt Airdopes 131 Truly Wireless Bluetooth In Ear Earbuds with Mic (Midnight Blue),Amazon Renewed,₹999.00,"2,287",3.3 out of 5 stars,#4,amazon.in/boAt-Airdopes-Wireless-Bluetooth-Midnight/dp/B0922Y96ZR/ref=zg_bs_g_amazon-renewed_sccl_4/262-4598952-2648936?psc=1,2023-09-07
"Echo Dot (3rd Gen), Certified Refurbished, Grey – Improved smart speaker with Alexa – Like new, backed with 1-year warranty",Amazon Renewed,"₹1,699.00","1,150",4.1 out of 5 stars,#5,amazon.in/All-new-Echo-Dot-3rd-Gen/dp/B07PHPY4WG/ref=zg_bs_g_amazon-renewed_sccl_5/262-4598952-2648936?psc=1,2023-09-07
"(Refurbished) ASUS Chromebox 3 High Performance Mini PC (Intel Core i7 8th gen, 16 GB DDR4 RAM, 512 GB SSD, Windows 11, WiFi, MS Office|Intel HD Graphics|USB Type-C,HDMI,4K), Black",Amazon Renewed,"₹17,999.00",440,4.1 out of 5 stars,#6,amazon.in/Renewed-ASUS-Chromebox-Performance-Graphics/dp/B0B6WJRLFD/ref=zg_bs_g_amazon-renewed_sccl_6/262-4598952-2648936?psc=1,2023-09-07
"Lenovo (Renewed) Thinkcentre M700 Desktop Mini Pc (Intel Core I3 6Th Gen,8 Gb Ddr4 Ram,256 Gb Ssd,Wifi,Windows 11,Ms Office,Intel Hd Graphics,Usb,Dp)Black",Amazon Renewed,"₹9,599.00",203,4.0 out of 5 stars,#7,amazon.in/Renewed-Lenovo-ThinkCentre-Desktop-Graphics/dp/B0BM3JPTR1/ref=zg_bs_g_amazon-renewed_sccl_7/262-4598952-2648936?psc=1,2023-09-07
Lenovo (Renewed) Thinkcentre Desktop Mini Pc (Intel Core I5 6Th Gen|16 Gb Ddr4 Ram|256 Gb Ssd|Wifi|Windows 11|Ms Office)Black,Amazon Renewed,"₹12,973.00",189,3.7 out of 5 stars,#8,amazon.in/Renewed-Lenovo-ThinkCentre-Desktop-Windows/dp/B0BFWLR6M8/ref=zg_bs_g_amazon-renewed_sccl_8/262-4598952-2648936?psc=1,2023-09-07
(Renewed) Logitech H111 Stero Wired Over Ear Headphones With Mic Black,Amazon Renewed,₹521.00,424,3.8 out of 5 stars,#9,amazon.in/Renewed-Logitech-Stero-Headset-Black/dp/B07JZMG18Z/ref=zg_bs_g_amazon-renewed_sccl_9/262-4598952-2648936?psc=1,2023-09-07
"(Refurbished) JBL Tune 215BT in-Ear Wireless Bluetooth Headphones with Mic, 16 Hours Playtime, Deep Bass",Amazon Renewed,"₹1,049.00","1,210",3.6 out of 5 stars,#10,amazon.in/JBL-Bluetooth-Headphones-Multi-Point-Connection/dp/B08Y5TS3W9/ref=zg_bs_g_amazon-renewed_sccl_10/262-4598952-2648936?psc=1,2023-09-07
"(Refurbished) DELL Latitude 5490 Core i5 8th Gen Laptop, 16 GB RAM, 512GB SSD, Intel HD Graphics, 14 inch (36.83 cms) HD Screen, Windows 11 (Upgraded), MS Office, Black, Slim",Amazon Renewed,"₹24,600.00",389,3.3 out of 5 stars,#11,amazon.in/Renewed-Latitude-Graphics-Windows-Upgraded/dp/B0BD4BN7B6/ref=zg_bs_g_amazon-renewed_sccl_11/262-4598952-2648936?psc=1,2023-09-07
"(Refurbished) Fire-Boltt Phoenix Bluetooth Calling Smartwatch 1.3"",120+ Sports Modes, 240*240 PX High Re",Amazon Renewed,"₹1,188.00",940,3.8 out of 5 stars,#12,amazon.in/Renewed-Fire-Boltt-Bluetooth-Smartwatch-Monitoring/dp/B0B8TQ1B79/ref=zg_bs_g_amazon-renewed_sccl_12/262-4598952-2648936?psc=1,2023-09-07
"(Refurbished) HP w100 480p/30 Fps Webcam, Built-in Mic, Plug and Play, Wide-Angle View for Video Calling",Amazon Renewed,₹550.00,105,3.9 out of 5 stars,#13,amazon.in/Renewed-HP-Wide-Angle-Calling-Microsoft/dp/B091PQB486/ref=zg_bs_g_amazon-renewed_sccl_13/262-4598952-2648936?psc=1,2023-09-07
"(Refurbished) DELL Latitude 5490 Core i5 8th Gen Laptop, 8 GB RAM, 256GB SSD, Intel HD Graphics, 14 inch",Amazon Renewed,"₹21,247.00",70,3.7 out of 5 stars,#14,amazon.in/Renewed-Latitude-Graphics-Windows-Upgraded/dp/B0BD4CHCB5/ref=zg_bs_g_amazon-renewed_sccl_14/262-4598952-2648936?psc=1,2023-09-07
Certified Refurbished Fire TV Stick Lite with Alexa Voice Remote Lite | Stream HD Quality Video | No power and volume buttons,Amazon Renewed,"₹2,599.00",545,4.0 out of 5 stars,#15,amazon.in/Staging-Product-Not-Retail-Sale/dp/B085PP15RT/ref=zg_bs_g_amazon-renewed_sccl_15/262-4598952-2648936?psc=1,2023-09-07
(Renewed) Logitech B170 Wireless Mouse (Black),Amazon Renewed,₹330.00,570,4.0 out of 5 stars,#16,amazon.in/Renewed-Logitech-Wireless-Mouse-Black/dp/B07L4RCHM3/ref=zg_bs_g_amazon-renewed_sccl_16/262-4598952-2648936?psc=1,2023-09-07
"(Refurbished) Lenovo ThinkPad T450 Intel Core i5-5300U 14 inches Business Laptop Computer, 8GB RAM, 256GB SSD, Windows 10, 1.1925Kg, 1.1925Kg",Amazon Renewed,"₹15,999.00",530,3.5 out of 5 stars,#17,amazon.in/Lenovo-ThinkPad-Business-Bluetooth-Professional/dp/B078W5CV2G/ref=zg_bs_g_amazon-renewed_sccl_17/262-4598952-2648936?psc=1,2023-09-07
"(Refurbished) DELL Latitude 5490 Core i5 7th Gen Laptop, 16 GB RAM, 512GB SSD, Intel HD Graphics, 14 inch (36.83 cms) HD Screen, Windows 11 (Upgraded), MS Office, Black, Slim",Amazon Renewed,"₹23,999.00",216,3.6 out of 5 stars,#18,amazon.in/Renewed-Latitude-Graphics-Windows-Upgraded/dp/B0BLVV4J9X/ref=zg_bs_g_amazon-renewed_sccl_18/262-4598952-2648936?psc=1,2023-09-07
"(Refurbished) Nokia 2660 Flip 4G Volte keypad Phone with Dual SIM, Dual Screen, inbuilt MP3 Player & Wir",Amazon Renewed,"₹3,773.00",131,3.7 out of 5 stars,#19,amazon.in/Renewed-Nokia-2660-inbuilt-Wireless/dp/B0BDV6S7G4/ref=zg_bs_g_amazon-renewed_sccl_19/262-4598952-2648936?psc=1,2023-09-07
"(Refurbished) Lenovo ThinkPad T470 7th Gen Intel Core i5 Thin & Light HD Touchscreen Laptop (8 GB DDR4 RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 11/MS Office/WiFi/Bluetooth 4.1/Webcam/Intel Graphics)",Amazon Renewed,"₹22,500.00",100,3.5 out of 5 stars,#20,amazon.in/Refurbished-Lenovo-ThinkPad-Touchscreen-Bluetooth/dp/B0CBKT2ZMQ/ref=zg_bs_g_amazon-renewed_sccl_20/262-4598952-2648936?psc=1,2023-09-07
(Refurbished) Redgear Cosmo 7.1 Gaming Wired Over Ear Headphones With Mic Black & Blue,Amazon Renewed,₹699.00,474,4.2 out of 5 stars,#21,amazon.in/Renewed-Redgear-Cosmo-Headphones-Controller/dp/B07K33HKT5/ref=zg_bs_g_amazon-renewed_sccl_21/262-4598952-2648936?psc=1,2023-09-07
"(Refurbished) boAt Airdopes 402 Bluetooth Truly Wireless In Ear Earbuds with BT V5.0, Advanced Touch Con",Amazon Renewed,"₹1,499.00",252,3.2 out of 5 stars,#22,amazon.in/boAt-Airdopes-Bluetooth-Assistant-Resistance/dp/B0927DLZD5/ref=zg_bs_g_amazon-renewed_sccl_22/262-4598952-2648936?psc=1,2023-09-07
(Renewed) JBL C100SI Wired In Ear Headphone with Mic (Black),Amazon Renewed,₹418.00,"2,469",3.9 out of 5 stars,#23,amazon.in/Certified-REFURBISHED-JBL-C100SI-Headphones/dp/B07C8VBHCB/ref=zg_bs_g_amazon-renewed_sccl_23/262-4598952-2648936?psc=1,2023-09-07
(Refurbished) PHILIPS Audio TAE1126 Wired In Ear Earphones with Mic (Black),Amazon Renewed,₹172.00,57,3.3 out of 5 stars,#24,amazon.in/Renewed-PHILIPS-Audio-TAE1126-Earphones/dp/B09WKL4TJG/ref=zg_bs_g_amazon-renewed_sccl_24/262-4598952-2648936?psc=1,2023-09-07
"(Refurbished) Nokia C12 Android 12 (Go Edition) Smartphone, All-Day Battery, 4GB RAM (2GB RAM + 2GB Virtual RAM) + 64GB Capacity | Light Mint",Amazon Renewed,"₹4,929.15",3,1.6 out of 5 stars,#25,amazon.in/Refurbished-Nokia-Android-Smartphone-Capacity/dp/B0BZZC3FBQ/ref=zg_bs_g_amazon-renewed_sccl_25/262-4598952-2648936?psc=1,2023-09-07
(Refurbished) CP Plus 1080P Full HD Smart WiFi Camera |360° with Pan & Tilt | View and Talk | Motion Ale,Amazon Renewed,"₹1,048.00",108,3.3 out of 5 stars,#26,amazon.in/Renewed-CP-Support-Distance-CP-E25A/dp/B0BLNZ5DMQ/ref=zg_bs_g_amazon-renewed_sccl_26/262-4598952-2648936?psc=1,2023-09-07
"(Renewed) MI Women's Smart Band 5 India's No. 1 Fitness Band, 1.1-inches AMOLED Color Display, Magnetic Charging, 2 Weeks Battery Life, Personal Activity Intelligence (PAI), Health Tracking (Black)",Amazon Renewed,null,"1,297",3.3 out of 5 stars,#27,amazon.in/Magnetic-Charging-Personal-Intelligence-Resistant/dp/B08KQLK2RC/ref=zg_bs_g_amazon-renewed_sccl_27/262-4598952-2648936?psc=1,2023-09-07
(Refurbished) MI Xiaomi Wireless Home Security Camera 2i 2022 Edition | Full HD Picture | 360° View | 2M,Amazon Renewed,"₹1,978.00",58,3.8 out of 5 stars,#28,amazon.in/MI-Wireless-Security-Detection-Enhanced/dp/B0BCG9N82J/ref=zg_bs_g_amazon-renewed_sccl_28/262-4598952-2648936?psc=1,2023-09-07
"(Refurbished)JBL Wave 200 True Wireless In ear Earbuds with Mic, 20 Hours Playtime, Deep Bass Sound, Dua",Amazon Renewed,"₹1,717.00",174,3.3 out of 5 stars,#29,amazon.in/JBL-Wireless-Technology-Ergonomic-Assistant/dp/B09ZTMGH6G/ref=zg_bs_g_amazon-renewed_sccl_29/262-4598952-2648936?psc=1,2023-09-07
"(Refurbished) Lenovo ThinkPad 6th Gen Intel Core i5 Thin & Light HD Laptop (8 GB RAM/256 GB SSD/14"" (35.6 cm)/Windows 11/MS Office/WiFi/Bluetooth 4.0/Webcam/Intel HD Graphics)",Amazon Renewed,"₹19,999.00",148,3.4 out of 5 stars,#30,amazon.in/Renewed-Lenovo-ThinkPad-Bluetooth-Graphics/dp/B0B69L4BL9/ref=zg_bs_g_amazon-renewed_sccl_30/262-4598952-2648936?psc=1,2023-09-07
Volume Control for Lite | Control TV Volume from Stick's Remote without IR,Apps for Android,₹99.00,663,3.8 out of 5 stars,#1,amazon.in/Control-Lite-Sticks-Remote-without/dp/B09ML2GCMD/ref=zg_bs_g_mobile-apps_sccl_1/261-3108295-8070525?psc=1,2023-09-07
PixFolio - Google Photos and Slideshows,Apps for Android,₹299.00,"1,865",3.8 out of 5 stars,#2,amazon.in/pFolio-Google-Photos-and-Slideshows/dp/B004L0NGEC/ref=zg_bs_g_mobile-apps_sccl_2/261-3108295-8070525?psc=1,2023-09-07
AirReceiver,Apps for Android,₹179.80,"20,020",3.9 out of 5 stars,#3,amazon.in/%E9%BE%99%E6%96%B9%E5%84%BF-AirReceiver/dp/B00L5HQRGS/ref=zg_bs_g_mobile-apps_sccl_3/261-3108295-8070525?psc=1,2023-09-07
ScreenCast - Miracast and Google Cast Receiver,Apps for Android,₹179.00,704,3.1 out of 5 stars,#4,amazon.in/ScreenCast-Miracast-Google-Cast-Receiver/dp/B08571GX3S/ref=zg_bs_g_mobile-apps_sccl_4/261-3108295-8070525?psc=1,2023-09-07
AirPlayMirror Receiver,Apps for Android,₹149.00,"1,987",3.3 out of 5 stars,#5,amazon.in/NeoYantra-Technologies-AirPlayMirror-Receiver/dp/B06VWV5SKS/ref=zg_bs_g_mobile-apps_sccl_5/261-3108295-8070525?psc=1,2023-09-07
tinyCam PRO - Swiss knife to monitor IP cam,Apps for Android,₹304.97,"3,930",3.5 out of 5 stars,#6,amazon.in/tinyCam-PRO-Swiss-knife-monitor/dp/B004VD3YIM/ref=zg_bs_g_mobile-apps_sccl_6/261-3108295-8070525?psc=1,2023-09-07
Download Manager for Fire TV,Apps for Android,₹67.47,"3,197",3.9 out of 5 stars,#7,amazon.in/Download-Manager-for-Fire-TV/dp/B01NAT74Q5/ref=zg_bs_g_mobile-apps_sccl_7/261-3108295-8070525?psc=1,2023-09-07
IP Cam Viewer Full,Apps for Android,₹247.55,"1,676",3.6 out of 5 stars,#8,amazon.in/NibblesNBits-IP-Cam-Viewer-Full/dp/B005QPMB2Y/ref=zg_bs_g_mobile-apps_sccl_8/261-3108295-8070525?psc=1,2023-09-07
gFolio - Google Drive Photos & Slideshows,Apps for Android,₹299.00,292,3.7 out of 5 stars,#9,amazon.in/gFolio-Google-Drive-Photos-Slideshows/dp/B00BLKFB9S/ref=zg_bs_g_mobile-apps_sccl_9/261-3108295-8070525?psc=1,2023-09-07
LocalsTV - The media content you love from the people you love,Apps for Android,₹10.00,346,4.2 out of 5 stars,#10,amazon.in/LocalsTV-media-content-love-people/dp/B08VJN5HXQ/ref=zg_bs_g_mobile-apps_sccl_10/261-3108295-8070525?psc=1,2023-09-07
AirPin PRO - AirPlay & DLNA,Apps for Android,₹336.31,"3,553",3.6 out of 5 stars,#11,amazon.in/%E5%90%B4%E6%B1%9D-AirPlay-DLNA-Receiver-PRO/dp/B00LAT7QV6/ref=zg_bs_g_mobile-apps_sccl_11/261-3108295-8070525?psc=1,2023-09-07
